professor,course,comment,date
Sam Alvaro,1300,I swear he must be writing the good reviews on here lol! He is an awful prof! I would not recommend him to anyone! He is condescending! He also test on minute details from the textbook! Avoid !!,2022-03-08 09:31:44
Sam Alvaro,CRM2305,"Professor goes on hour long tangents in class and then removes those tangents from the recorded lectures and he then turns his nigh on incomprehensible ramblings into testable content. Contradicts himself constantly, has horrible organization and you better memorize that textbook like gospel.",2022-02-11 19:25:00
Sam Alvaro,SOC1101,"Honestly one of the best profs i've had at UOttawa. He's absolutely hilarious and super fun! Attendance is definitely mandatory because classes a re not recorded. However, I had a 3 hour lecture with him every Thursday night and it flew by. He includes his students in discussion throughout the lecture and is very clear on material and assignments.",2022-01-21 01:11:24
Sam Alvaro,CRM1300,"Such a useless prof. Gets paid 100k to post prerecorded lectures that were completely edited by his TA's. Taught myself the entire course through the textbook. Actually showing up to class is a waste of time, all we did was kahoots and he made cringy jokes. Midterms and exam completey based on random tidbits of info in the textbook, so goodluck.",2021-12-17 02:01:37
Sam Alvaro,CRM1300,"I had this prof once a week for about 2.5 hours, and that's probably the only negative aspect of the class. Prof. Alvaro himself is really engaging; he likes interacting with students and tries to get to know everyone. Plus, he's really knowledgeable about the subject and prefers to teach Crim through group discussions.",2021-12-13 00:47:27
Sam Alvaro,CMN1300,"His video lessons are very visual, which was super nice, but the lectures are a total waste of time !! I wish we went over the material during them ... instead, he does kahoots and talks to the class.",2021-12-10 01:05:28
Sam Alvaro,CMN1300,The exams he makes are ridiculous and he does not go over anything in his lectures.,2021-12-01 20:48:42
Sam Alvaro,CMN1300,The classes are 3 hour long but not much is done in those hours and it is not useful for exams.,2021-11-24 19:52:02
Sam Alvaro,CRM1300,"Tests/exams are super hard. Super reading-based, make sure you take DETAILED notes. Class is a waste of time but hours of lecture content is posted online instead",2021-11-20 17:50:51
Sam Alvaro,CRM1300,"lectures were a huge waste of time. our three hour lectures, that would consist of stupid kid games and random conversations would always be cut about an hour short because there ""wasn't enough content to fill three hours"" but he would post hours worth of information for us to teach ourselves throughout the week. avoid at all costs!! smh",2021-11-01 22:16:17
Sam Alvaro,CMN1300,"do ! not ! take ! his ! class !! worst prof ever and doesnt even teach! lectures are just games which is annoying bc the tests are hard and based on the material he doesnt actually go thru. it takes all my will to get thru his ""lectures"" bc of his unfunny jokes. too many assignments and too arrogant for someone who does not do much",2021-10-25 02:06:22
Sam Alvaro,ANT2103,His exams really rely on the textbook/reading materials so make sure you really take notes. It won't be hard to get a good grade if you really pay attention. His live lectures aren't really related to the course material unless it's a powerpoint. He's a funny guy tho.,2021-10-21 17:11:13
Sam Alvaro,CMN1300,"Stop whatever you're doing, and TAKE HIS CLASS I would do it all over again!!!",2021-07-29 00:07:01
Sam Alvaro,CRIM1300,"Okay, so I took it as a summer course from 7-10 pm. And honestly I Never attend my classes but I literally never skip this one. He is interesting and makes the topic relatable to daily life. He engages with students and is clear on instructions and marks fairly.",2021-07-11 16:15:03
Sam Alvaro,SOC2312,Such a good class and you get the grade for the work you put in! Really reading heavy but the assignments are easy to do and thoughtfully spaced out. Lots of discussion in the class time. Prof Alvaro wants you to do well and the TA was so helpful. Loved this class!,2021-06-13 14:13:28
Sam Alvaro,SOC1101,"I liked the material but I did not like the professor. His live lectures were useless and he wouldn't talk about the actual material. His posted lectures are animated videos, which might seem stupid but they were actually entertaining. His exams were very specific and you needed to know every little detail about the readings and lectures.",2021-05-23 17:27:40
Sam Alvaro,SOC1101,tests have nothing to do with what we were lectured on! stay away!,2021-05-18 21:27:27
Sam Alvaro,SOC1101,professor alvaro is hard but fair in my opinion. there is a lot of material but he doesn't discuss any new matieral in the live lectures and they're kind of a waste of time. the tas weren't sociology students so they weren't much help for content related things. definitely not a bird course but still interesting,2021-05-03 21:52:15
Sam Alvaro,CRM1300,"Speaking from taking the course online. Cool guy, terrible prof. He expects way too much from his students. Like are we really going to remember a small insignificant statement from the first week of class? His lectures are not interesting enough to ask such specific questions on a final. If youre looking for an fun, easy elective this aint it.",2021-04-27 16:26:04
Sam Alvaro,SOC1101,"SOO condescending and acts likes he's the best prof (when he's definitely not )! Very very rude during class and when students are done talking he states ""are you done now "" AVOID at all costs and save yourselves...",2021-04-25 20:36:56
Sam Alvaro,SOC1101,Amazing recorded lectures with fun animation in it. Reading the textbook is very important. He gave out two midterms.,2021-04-10 17:55:58
Sam Alvaro,SOC1101,"He didn't even give us lecture notes or powerpoint slides, so I basically had to write out everything he said during the lecture videos, which was extremely exhausting. Not only that, but he made one of the assignments due during Reading Week. Avoid this prof if you can.",2021-02-15 23:53:29
Sam Alvaro,SOC1101,"Do NOT take him! His tests have literally nothing to do with the material he tells you to study! And he doesn't use his lecture time effectively at all! Also, he is condescending!",2021-02-08 16:05:12
Sam Alvaro,SOC2106,Avoid him if you can. There's so much reading to do in this class. The class is cumulative. He uses the class time to discuss the class content and answer questions which is fine. His midterms are 50 questions and gives you 50 min to answer them. He gives out discussion assignments and they are time consuming and worth like 5% at most,2021-01-12 22:03:29
Sam Alvaro,SOC2109,"He makes you work for the grade thats for sure. But as long as you do ALL the readings and attend all the lectures and pay attention, youll do fine! For his online class, he used the live class time to do discussions and take questions. He sometimes comes off as lazy however. I think thats because his TAs do most of the work for the class.",2021-01-07 22:08:05
Sam Alvaro,SOC2106,I would never take his classes ever again (I had 2 at the same time). Blogs were a lot of work (essay style) and were worth 2-4% per each. Exams were extremely hard with no time (50 mins per 50 questions) and did not include course content. Inappropriate topics and the TAs did all the work and I felt that they were under a lot of stress.,2021-01-06 15:16:13
Sam Alvaro,CRIM1300,"Horrible teacher, horrible grading system, gets his TAs to do everything for him. also rude lol. i wouldnt take his classes if ur not willing to dedicate 100% of ur time to it",2020-12-25 04:17:08
Sam Alvaro,SOC2106,"Although the class content is interesting, much of what is learned is never on the exams. This is further complicated by the fact that Alvaro is a lazy condescending prof who acts like a know it all but is unavailable to answer questions both in and outside class.",2020-12-21 19:17:35
Sam Alvaro,SOC2106,"Tough class to do online. Reading is endless, he doesnt seem to care about most students. Talks about inappropriate topics, we had a survey about our sex life that was worth a portion of your grade so not really optional. Discussion assignments are worth 2-5% but are very time consuming. Avoid this class and the prof if possible.",2020-12-21 08:18:55
Sam Alvaro,CRM1300,"This teacher gave me depression, I am going through mental trauma after these exams they questions have no connection with the course material. highly disturbing do not recommend one bit.",2020-12-18 23:49:27
Sam Alvaro,SOC2109,"LOL, I just notice that he literally put a lot of PUA-related content in his lectures.",2020-12-15 05:16:59
Sam Alvaro,SOC2109,"Exams barely reflect lecture content, if at all. Midterms are 50 questions in 50 minutes, including more than a few vignettes. It's also become apparent that he just uses a question bank since the last midterm, some people randomly also got 1-4 short answer questions others only multiples choice, and more than a few others had duplicate questions.",2020-11-25 12:05:50
Sam Alvaro,SOC2106,"The class material is so easy and straightforward but prof Alvaro makes it so difficult. There are SO many readings, mainly articles and journals, and you are tested based on the smallest details from these readings. Lectures are useless, no class material is taught. Expectations for assignments/tests are non-existent so you get awful grades",2020-11-24 23:13:11
Sam Alvaro,SOC2109,"Avoid Avoid Avoid A lot of readings, unclear rubric for assignments or discussion boards, unclear instructions for exams, unclear and irrelevant questions in exams, chaotic gradings, literally wasting student's time, weird assignment topics. He literally gives everything to his TAs and not take any responsibilities.",2020-11-17 01:12:17
Sam Alvaro,SOC2106,"Worst prof Ive ever had avoid if possible!! Heavy textbook readings, articles then tested on the smallest details. Doesnt lecture, uses class time for discussion then brushes off all student concerns. Time consuming discussions worth almost nothing, TAs do all the work for him. I was constantly ignored when asking questions, extremely rude prof",2020-11-11 02:24:18
Sam Alvaro,SOC2106,"God he's so bad at teaching. Doesn't show up to class half the time for no reason. Brushes off all complaints. Doesn't listen to students. Also cringy and pretentious. Tries really hard to be ""hip and cool"" but it doesn't work. Seriously though, he grades tough, doesn't give proper instructions on assignments, doesn't listen to student feedback.",2020-11-11 00:14:11
Sam Alvaro,SOC2106,"This prof has no idea what he's doing. He's one of those ""I want my class to appear hardcore and not easy!"" Content is easy. Prof will throw assignments at you left n right, grade you unfairly, with no rubric for you to go off of. Doesn't care what you say either won't listen. He's a legitimate piece of trash. Doesn't care about student wellbeing",2020-11-11 00:11:29
Sam Alvaro,SOC2106,"He couldn't care less for his students. He puts up a front like he is super cool and chill and wants everyone to succeed. However, the large majority of his test questions come from textbook test banks. It's useless to study class notes. His rubrics are also very broad and unclear. Also very condescending when answering students questions. AVOID!!!",2020-11-03 23:10:39
Sam Alvaro,SOC2109,"Fun guy, but I'm lucky I only have one class with him. Don't take him if not necessary.",2020-10-24 19:24:56
Sam Alvaro,SOC1105,"He is not funny and people need to stop pretending he is. Ridiculously condescending, picks on students, and embarrasses them in class when they ask questions (which is really unfortunate for first-years who are adapting). Don't fall for the snapchat selfie. If you need help, ask a TA. They do all the work for him. Wish I had something nicer to say",2020-10-02 01:35:08
Sam Alvaro,CRM1300,"Classes were interesting. Tests were hard. He was a very lazy prof, and had a temper. He let his TA do all the work and didn't do any one-on-one interaction with students at all. Exams were based solely on the readings, making class attendance useless. I am glad that I only had one class with him.",2020-08-14 01:01:45
Sam Alvaro,SOC3331,"He is a good professor, passionate and interesting. He is intimidating however and often made fun of our responses. You MUST do the readings in order to succeed on the exams. He will take specific parts of the readings for questions, so you won't get by just by skimming them.",2020-07-22 15:25:38
Sam Alvaro,SOC3118,He's a great professor! He has an intimidating personality but his jokes are hilarious. Lectures are a very BRIEF summary of the readings so make sure you read ALL of the readings CAREFULLY. Midterms and final are fair. Just don't miss class and do all the readings and take really good reading notes.,2020-06-16 20:22:42
Sam Alvaro,SOC1101,"Great lecturer, great human being. Just his exams. I've never taken a worser exam in my life. Completely randomized textbooks questions. I studied for weeks prior, memorized nearly all the class notes & took extensive notes on the textbook. Still was never able to break an A. . Goodluck, you'll need it. And Trevor is a beauty of a TA.",2020-04-27 00:24:56
Sam Alvaro,CRM1300,"He's an excellent and interesting lecturer, extremely good at explaining criminological concepts which was very fresh and engaging to listen to. Test content is a nightmare though, you will spend a LOT of time with your textbook. Open book exams, but all multiple choice with odd diction. Id rec him IF you have lots of free time to read. Decent!",2020-03-30 17:14:03
Sam Alvaro,CRIM1300,"He was super funny and interesting, and the lectures were fun at times. This is a class where you have to go 100% of the time and read ALL of the texts (in detail). The exams are online but they include even the most minor details from the textbook or lectures. If you want an A, you need to work HARD.",2020-02-23 15:26:43
Sam Alvaro,CRM1300,His lectures are engaging however as mentioned before he IS a very lazy prof. All midterms online so you can work with friends etc (recommended) but they have nothing to do with what he teaches in class? Scared to put my hand up bc he often mocks students in front of the class. Interesting content so a shame he lacks effort/passion as an educator.,2020-02-21 20:31:34
Sam Alvaro,CRM1300,"Lectures are note heavy, he doesn't upload ANYTHING online. Lectures barely used in tests, which are usually focused on the texts and textbook, on the smallest details. Would NOT recommend, worst prof I had in first year.",2020-02-13 01:32:37
Sam Alvaro,CRM1300,"He is the worst professor I have had at U of O. He doesnt not care for his students, as his tests do not reflect what he teaches. The questions on the test are about random facts from the textbook, which shows that he is a lazy professor, as he does not make the questions himself. He does not care for his students, and I would AVOID at all costs!!",2020-01-10 16:41:53
Sam Alvaro,CRM1300,"Prof Alvaros lectures are interesting, but that is the only positive thing I can say about his classes. The tests are all online and do not match what he teaches in class. Many of the questions are small facts that are buried in the textbook. He does not put the time in to help students, which shows that he is a selfish and careless professor.",2020-01-10 16:38:43
Sam Alvaro,SOC1101,For all of you saying his midterms don't reflect the class material and are mainly from the textbook... get used to it in your upper year classes. Maybe that's why I wasn't so upset when I actually DID the readings and got an A- in the course. Teachers aren't going to just hand you material for you to memorize you have to work for it.,2019-11-06 21:36:37
Sam Alvaro,SOC2106,good lecturer but lazy prof. His exams are computer generated so the questions come from random details in the text. Avoid him if you want an A,2019-08-28 02:51:49
Sam Alvaro,SOC1106,By far the worst prof I've had is far! What you are tested on on exams and tests are so random. His lectures are super interesting but who cares about an interesting prof if you can't get a good grade? WOULD NOT RECOMMEND!,2019-07-11 16:40:35
Sam Alvaro,CMN1300,"Out of my 10 first year profs ... he is by far the worst! He is funny and his lectures are interesting, but you are not graded on the lectures at all!!! Good luck remembering the smallest of details from the textbook !! You can write the exam from home, and even with friends from the class? No regulations ... u can use google when writing the exam",2019-04-13 07:51:25
Sam Alvaro,CRM1300,"Just wrote his crm1300 final... the exam DID NOT reflect what we talked about in class! Everything is small details from the textbook, and not fundamental aspects of criminology.. absolutely terrible prof and teaching style!! Everything is online so you can google or work with friends , but that is not impartial and fair to ur actual knowledge!!!",2019-04-12 15:42:46
Sam Alvaro,CRM1300,"I enjoy his classes, they are very fun! After that, it all goes down hill. His tests are not on what he talks about in class!! Very frustrating! His questions are based around minute details in the textbook... its a 500 page textbook. His grades discussions are marked on how to cite properly ... even though we have never talked about it in class??",2019-04-11 05:49:23
Sam Alvaro,CRM1300,"He seems to be a nice guy, but he is not passionate about teaching. He gives you an entire textbook and then tests you on it. Do NOT be fooled, it is hard. His lectures are engaging, but you are not really tested on his lectures, and are tested on the textbook. His tests use odd diction, so it is easy to get questions wrong for no reason... AVOID",2019-04-11 00:10:16
Sam Alvaro,CRM1300,"His lectures are very interesting, for he discusses pop culture very often. Although, on saying this, his class is very tough. His exams are multiple choice with only a minute per question. You must read the textbook because that is where all of his difficult questions come from. For a first year intro class he is very hard, but he is a fun prof.",2019-04-04 00:35:11
Sam Alvaro,CRM1300,"Very good prof, his lectures are engaging and interesting. Although you do learn a lot in his class, his exams are very very tough. Be prepared to study very hard for his exams.",2019-04-02 20:29:45
Sam Alvaro,SOC1101,He doesnt post his notes and has lots of discussions not related to course material. His tests are online but you have 50 minutes to answer 50 questions and they are hard. 5 discussions online and the TA is a hard grader with no helpful feedback. I regret BIG time taking this class as an elective. I would NEVER reccomend this class to anyone.,2019-04-01 01:13:25
Sam Alvaro,CRM1300,"Prof is hilarious, makes references to pop culture to make the content relatable and relevant. Participation is encouraged and he will call on people randomly. midterm and final are online and theres a paper. slides are NOT posted online and no laptops so you gotta go to class and write them in a notebook. overall decent though",2019-01-07 19:29:04
Sam Alvaro,SOC1106,"This class was my only class this semester I actually looked forward to/enjoyed going to. He is always updated on current events as well as pop culture, and speaks to a very 'hip' and current/modern audience. Midterms and exams are online and straight multiple choice, which I found to be nice as you have your notes in front of you.",2018-11-21 16:49:14
Sam Alvaro,SOC1106,"Very engaging prof as well as cares about his students. Your insight is valued and considered, and he is always trying to stay up to date in pop culture to make lectures relatable. He relies a lot on brightspace and all exams are done online but if you do not mind that I highly recommend him as a prof. Easily my favourite prof this semester",2018-11-10 17:06:55
Sam Alvaro,SOC2109,"This teacher doesn't care about the students. His exams are online that consist of 50 multiple choice questions. You only have 1 minute to answer each question. Lots of readings and no study guideline to the exams. His classes are usually 2-3 hours and he doesn't allow breaks, would not take a class with him again.",2018-11-04 11:34:15
Sam Alvaro,SOC1106,Prof Alvaro is very funny and makes sure to use lots of pop-culture references so we can better understand the subject matter - he even uses references SO current that the students don't even know about it yet. Make sure you attend every lecture since he doesn't post anything online and most discussion boards / projects have to do with the lectures,2018-10-31 21:52:59
Sam Alvaro,CRM1301,"I took this as a summer course. Dr. Alvaro did not account for the fact that there was 1/4 of the time to complete the online discussion questions (5 questions, 1000 words each, worth a total of 10%). Because of the short amount of time, it seemed like a lot of work for not very much of our grade. The online M/C exams were a lot of ""who said what"".",2018-06-14 13:25:50
Sam Alvaro,SOC1101,"Hes a fun prof, and his lectures are discussion based. He doesnt post notesso make friends if you like to skip class. All exams are online, but theyre difficult. Read the textbook because most questions are from there.",2018-05-12 01:34:20
Sam Alvaro,SOC1101,"His lectures were amazing. He was super chill and was always listening to people's opinions. Class had an ""open discussion"" style which i liked. There were 5 discussions that you had to do during semester on brightspace (10%). The 2 midterms and final were ALL online (!!) You had 1 min to answer each Q. This was good for some, others not so much.",2018-05-10 15:13:02
Sam Alvaro,SOC1101,"Dr Alvaro gets off topic A LOT but he makes class really fun by making connections with things his students can relate to. He doesnt post his slides so you have to go to class, has like 5 online discussions throughout the term. His exams are all online which is really nice bc u can put less emphasis on it. Textbook is so boring tho but necessary!",2018-05-02 16:29:05
Sam Alvaro,SOC1101,"BEST PROF EVER! enrol in his class if you get the chance, you wont' regret it. Hilarious lectures that make the info easy to remember. Midterms and final online really helped. Downfall is powerpoints aren't online.",2018-04-29 18:56:54
Sam Alvaro,SOC1101,Alvaro is a very engaging prof!! He made each lecture engaging every. single. time. Also the extra credit he gave for attendance (1% extra if you are in class when the attendance is 60%) helped me out a lot! The two midterms and final are online but BE CAREFUL because they are all multiple choice- its not as easy as it sounds!,2018-04-29 18:48:31
Sam Alvaro,SOC1105,"This prof only uses Brightspace to evaluate students, including ALL of the exams. There were many technical difficulties throughout the semester with many students and he wouldnt help any of them. He would say to the entire class why dont you just CALL Brightspace? Do the readings or you wont pass. Avoid if you can.",2018-04-27 16:11:25
Sam Alvaro,SOC1101,"Going to class was always fun. Super chill guy but serious about what he teaches. Always interesting discussion, lots of class participation. Cares about his students. He does get super peeved about talking during class though and will call people out.",2018-04-23 16:15:27
Sam Alvaro,SOC1105,"In spite of the fact that he is an amazing prof and his lectures are fun, his exams are all online but very tough. He gives about 120 questions and you just have a minute to answer each question. I would not take him if you have another option",2018-04-19 17:21:59
Sam Alvaro,SOC1101,Do not take this as an elective. This is not a bird class. I repeat. This is not a bird class.,2018-04-18 11:01:53
Sam Alvaro,SOC1105,Such a funny and amazing prof! The material is sometimes hard to understand so make sure you buy the book. Open to in class discussions and loves to hear your point of view.,2018-04-15 14:55:41
Sam Alvaro,SOC1101,Very nice prof! He makes class interesting! I love the class discussions. Make sure you do the readings and answer the textbook questions for extra practice!,2018-04-09 21:59:39
Sam Alvaro,CRM1300,"He is very funny and entertaining. He knows how to keep the course interesting. Make sure to do your readings which is what most of the tested content is on, otherwise you will not do very well. One online midterm, one paper and one online final.",2018-01-22 22:09:12
Sam Alvaro,CRM1301,"Great professor, makes class super interesting and always tries to engage everyone in the discussions. Midterms and exam were taken online, but don't be fooled he asks questions about the most irrelevant/specific details from the readings.",2017-12-28 14:16:54
Sam Alvaro,CRM1301,Professor Alvaro makes the class so much fun. He literally tries to relate to you in any aspect and is always joking around which usually makes a 3 hour class tolerable. He is also such a nice person. The most bless thing is that his midterms are all done online. He is a must take especially for any CRM or SOC classes!!!!,2017-11-08 00:02:44
Sam Alvaro,CMN1300,There was a lot of homework in the class and he is a very tough grader.,2017-09-18 11:17:06
Sam Alvaro,SOC1105,"Lots of reading for this class but the lectures are just phenomenal! Alvaro is an amazing prof and you would love every single lecture. He is hilarious and is super engaging. He teaches real-world issues in such a comprehensive way, you just HAVE to take a class with him! All his exams are online and he truly cares about his students! TAKE IT!",2017-07-07 08:32:08
Sam Alvaro,SOC2106,"He makes classes interesting and fun. Midterms, assignments + final exam are all done online which is convenient. He is very interactive with students and calls on people randomly a lot which some people will like but it may not be your thing. Make sure to bring your nameplate to every class! He's more likely to call you out if you don't have it.",2017-04-22 17:26:29
Sam Alvaro,SOC2106,"His assigned reading and articles are actually enjoyable to read! Interesting and relevant topics. He keeps lectures fun and encourages participation. The atmosphere in his class is great, and rare. His tests are easy and relevant to what we have learned. I would definitely take another class with this prof! However,  his TA was not helpful.",2017-03-01 10:42:41
Sam Alvaro,CRM1100,"Seems to be an easy class, but it really is not. Very tough grader and we were tested on material not covered in any of the lectures or the text book. He's hilarious, but he can be very moody. Beware.",2017-02-14 17:51:33
Sam Alvaro,CRM1300,better bring that nameplate to class,2016-12-08 20:17:04
Sam Alvaro,SOC1101,"you have to come to class in order to get note because there is no another way, it really bothers me when keeps looking at his phone during the lecture, don't know what is so important about it. the first exam, assignment, and final exam are all online so it's pretty simple. you have to be a fast note taker because he will keep rushing you.",2016-11-21 21:14:33
Sam Alvaro,CMN1300,"Started my first class ever with a large group snapchat. Genuinely seems interested in his students and takes care of sensitive subjects. One of those ""cool"" teachers.",2016-09-08 15:08:08
Sam Alvaro,SOC1101,"Uses a lot of immature humour, and likes to play ""guess what I'm thinking"" but overall, not bad.  Open book midterms/exams that can be done from home and an easy grader for written assignments.  Would recommend",2016-07-05 15:34:35
Sam Alvaro,SOC1101,"Great lecturer and funny, asks lots of questions in class so beware. Doesn't post anything on BB so go to class to take notes. One online open book midterm, one 5 page dbl spaced paper and online open book final, which can be done from home. Overall very interesting lectures but he won't allow talking and will call you out on it. Id recommend him.",2016-07-02 23:18:20
Sam Alvaro,SOC2109,"AMAZING prof. Definitely my favourite sociology prof hands down. He makes class fun and something you look forward going to. Gets off topic sometimes but in a good way, he's an entertainer. Switched up my whole course timetable for next semester just so I could take another one of his classes again!",2016-06-01 19:39:58
Sam Alvaro,SOC1101,"Awesome prof, enjoyed going to his classes. Always cracking jokes and tries to make connections with the students. Explains material in a way that's easy to understand. Only thing is he doesn't post his slides on blackboard, so making friends is helpful for missed classes.",2016-05-29 23:48:02
Sam Alvaro,SOC1101,"If you are good at reading and self-study, take his lecture. A lots of notes in class require the strong hands because you have to write down everything on his ppt. He wouldn't post his class notes on Blackboard. His exams are open books and M/C, not very hard if you go over his class notes and the textbook.",2016-05-13 09:18:42
Sam Alvaro,SOC1101,"Sam is hilarious and makes 8:30 lectures bearable. This course is an easy A. The first midterm and the final were online. I barely studied for either and did well on both. The second midterm is a paper which seemed to screw people over seeing as the class average was 66%, but other than that I would recommend this class!",2016-05-09 15:44:19
Sam Alvaro,SOC1101,"Great engaging professor. Made 8:30am lectures very bearable to attend. Only negative is that his exams are multiple choice and involve some very random and specific questions! Get the textbook, you will need it for exams.",2016-04-20 16:44:13
Sam Alvaro,SOC2306,"If you need a bird class, take him. Multiple choice exams, straight forward. You probably won't learn much, most of the things we cover are things that you probably already know but hey we all need that easy to pass class! Doesn't post online so you have to go to class. You can try and find the texbook online or get an older version if you cant buy",2016-04-09 12:41:01
Sam Alvaro,SOC1101,Lectures are fun and engaging,2016-04-01 09:55:40
Sam Alvaro,SOC1101,"He's a hilarious prof who makes even 8:30 lecture interesting and engaging. I took his crim1300 course first semester and changed my electives to take his soc1101 for second semester. You have to attend every class to get the most of the class but the textbook is extremely helpful, he makes every class worth it to attend, and moulds to the class",2016-03-28 19:06:12
Sam Alvaro,CRM1300,Such an awesome prof! He likes class discussions which is really great and help you understand the content. The midterms were very easy and the final was a take home which helped lessen the stress of finals. No lectures are posted online so pay attention in class. He awards extra credit for attendance and certain questions regarding the readings.,2016-01-12 22:20:34
Sam Alvaro,CMN1300,"made the class funny and interesting, he likes to interact with the students and tries to learn everyones name. Do not be shy with him he likes when people give comments and discussion. Make sure to do the reading most of the readings are on the midterms/final. overall great class, I learned a lot",2016-01-11 10:43:32
Sam Alvaro,SOC2106,"This teacher was a very very easy class. A funny teacher, but if you are actually wanting to learn, this class is a waste of your time. The teacher is a joke, and does not discuss anything relevant. He also does not know what he is talking about. This class was a waste of my time and money. I would not recommend it. Easy, but not worth it.",2016-01-09 21:20:50
Sam Alvaro,CRM1300,"Great Prof. He makes his lectures very interesting and engaging, although pay attention because he does not post slides to Blackboard. There are two online midterms (60 MC each) and a final take home exam. Do the readings because they will help on the exams, and he will award extra credit for questions that are answered from the text in class.",2016-01-08 10:04:38
Sam Alvaro,CRM1300,"Prof Alvaro is the best. Tries to learn everyones names. Only 2 online midterms and a take home final. Super interesting and really into what he teaches, finds it important to have actual discussions about random news. Loved this class thanks to him",2015-12-20 16:50:23
Sam Alvaro,SOC2106,"Favourite class and professor by far! Extremely engaging, gets to know names, very funny and up to date on everything. Lots of reading and midterms as well as final are very comprehensive but study and read and attend and you should be fine! Definitely recommend this class and prof to everyone! I would take this class again ",2015-12-12 00:56:13
Sam Alvaro,CRM1301,"Best crim prof!! He makes 3 hour lectures go by really quick, sometimes makes cut it short to 2 hrs. He gives 2 midterms and a final take home paper. He's hilarious, caring and interactive with the students. He made the course really interesting! High recommend his class!",2015-11-24 16:46:52
Sam Alvaro,SOC2106,Friggen love this guy. ,2015-11-23 16:39:22
